105.625	2e-05
107.308	5e-05
108.992	0.00015
110.675	0.00036
112.359	0.00051
114.042	0.00118
115.725	0.00171
117.409	0.00242
119.092	0.00362
120.776	0.00469
122.459	0.00677
124.143	0.00819
125.826	0.01032
127.509	0.0122
129.193	0.01397
130.876	0.01692
132.56	0.01874
134.243	0.02172
135.926	0.02398
137.61	0.02478
139.293	0.02745
140.977	0.02925
142.66	0.03085
144.343	0.03125
146.027	0.03408
147.71	0.03316
149.394	0.03373
151.077	0.03455
152.76	0.0351
154.444	0.03319
156.127	0.0335
157.811	0.03234
159.494	0.03145
161.178	0.03099
162.861	0.02915
164.544	0.02689
166.228	0.02756
167.911	0.02525
169.595	0.02405
171.278	0.02156
172.961	0.02065
174.645	0.01882
176.328	0.01856
178.012	0.01655
179.695	0.01557
181.378	0.01367
183.062	0.01319
184.745	0.01199
186.429	0.01064
188.112	0.00945
189.795	0.00865
191.479	0.00804
193.162	0.00703
194.846	0.00639
196.529	0.00525
198.213	0.00485
199.896	0.00447
201.579	0.00398
203.263	0.00343
204.946	0.00303
206.63	0.00244
208.313	0.00229
209.996	0.0019
211.68	0.00154
213.363	0.00127
215.047	0.00125
216.73	0.00112
218.413	0.00098
220.097	0.00079
221.78	0.00066
223.464	0.00054
225.147	0.00058
226.83	0.00039
228.514	0.00033
230.197	0.00031
231.881	0.00028
233.564	0.00025
235.248	0.00014
236.931	0.00017
238.614	0.00017
240.298	0.00018
241.981	0.00013
243.665	0.0001
245.348	3e-05
247.031	6e-05
248.715	2e-05
250.398	3e-05
252.082	4e-05
253.765	4e-05
255.448	3e-05
258.815	1e-05
260.499	3e-05
263.865	1e-05
267.232	2e-05
273.966	1e-05
