34.5596	1e-05
41.5453	0.00022
48.531	0.00169
55.5167	0.00489
62.5024	0.01123
69.4881	0.02145
76.4738	0.03231
83.4595	0.04364
90.4453	0.05242
97.431	0.06099
104.417	0.06473
111.402	0.06598
118.388	0.06474
125.374	0.0654
132.359	0.06086
139.345	0.05542
146.331	0.05286
153.317	0.04588
160.302	0.04161
167.288	0.03583
174.274	0.03123
181.259	0.02733
188.245	0.02351
195.231	0.02013
202.217	0.01762
209.202	0.01517
216.188	0.01231
223.174	0.01063
230.159	0.00938
237.145	0.00777
244.131	0.0066
251.117	0.00544
258.102	0.00472
265.088	0.00389
272.074	0.00363
279.059	0.00278
286.045	0.00237
293.031	0.00216
300.016	0.00177
307.002	0.00155
313.988	0.00128
320.974	0.00099
327.959	0.00084
334.945	0.00077
341.931	0.00057
348.916	0.00047
355.902	0.00042
362.888	0.0003
369.874	0.00039
376.859	0.00031
383.845	0.00026
390.831	0.00019
397.816	0.00011
404.802	0.00014
411.788	9e-05
418.773	6e-05
425.759	0.00014
432.745	0.00012
439.731	4e-05
446.716	4e-05
453.702	3e-05
460.688	6e-05
467.673	5e-05
474.659	1e-05
481.645	1e-05
488.631	1e-05
502.602	1e-05
516.573	1e-05
530.545	3e-05
537.531	2e-05
551.502	2e-05
565.473	1e-05
593.416	1e-05
607.388	1e-05
635.33	1e-05
642.316	1e-05
733.13	1e-05
