-3.14393	1e-05
-3.1084	1e-05
-3.07287	3e-05
-3.03733	1e-05
-3.0018	1e-05
-2.93073	6e-05
-2.8952	4e-05
-2.85966	6e-05
-2.82413	9e-05
-2.7886	0.00022
-2.75306	0.00018
-2.71753	0.00029
-2.682	0.00032
-2.64646	0.00037
-2.61093	0.00057
-2.5754	0.00067
-2.53986	0.00091
-2.50433	0.00084
-2.46879	0.00122
-2.43326	0.0017
-2.39773	0.00184
-2.36219	0.00232
-2.32666	0.00294
-2.29113	0.00393
-2.25559	0.00432
-2.22006	0.00573
-2.18453	0.00628
-2.14899	0.00741
-2.11346	0.00845
-2.07792	0.0102
-2.04239	0.0115
-2.00686	0.01303
-1.97132	0.01461
-1.93579	0.01669
-1.90026	0.01858
-1.86472	0.02003
-1.82919	0.02197
-1.79365	0.02473
-1.75812	0.02567
-1.72259	0.02752
-1.68705	0.02954
-1.65152	0.03036
-1.61599	0.03239
-1.58045	0.06614
-1.54492	0.0348
-1.50939	0.03607
-1.47385	0.03596
-1.43832	0.0356
-1.40278	0.03426
-1.36725	0.03457
-1.33172	0.03479
-1.29618	0.03171
-1.26065	0.0306
-1.22512	0.02995
-1.18958	0.02757
-1.15405	0.02542
-1.11852	0.0234
-1.08298	0.02177
-1.04745	0.01994
-1.01191	0.01763
-0.976381	0.01637
-0.940847	0.01448
-0.905314	0.01222
-0.86978	0.01093
-0.834246	0.0097
-0.798713	0.00872
-0.763179	0.007
-0.727645	0.00592
-0.692112	0.00497
-0.656578	0.00442
-0.621044	0.00355
-0.585511	0.0029
-0.549977	0.00252
-0.514443	0.00197
-0.47891	0.00153
-0.443376	0.00111
-0.407842	0.0009
-0.372309	0.00062
-0.336775	0.00065
-0.301242	0.00052
-0.265708	0.00026
-0.230174	0.0002
-0.194641	0.00023
-0.159107	0.00012
-0.123573	0.00011
-0.0880396	8e-05
-0.052506	2e-05
-0.0169723	1e-05
0.0185613	4e-05
0.054095	3e-05
0.0896286	2e-05
0.160696	2e-05
0.231763	2e-05
0.373898	1e-05
